,cross_val,is_stand,fold,k,weight,metric,acc,f1
32,KFold,True,2,6,distance,euclidean,0.9662921348314606,0.9669590643274855
33,KFold,True,2,6,distance,manhattan,0.9606741573033708,0.9627648184113495
34,KFold,True,2,6,mma,euclidean,0.9550561797752809,0.9561639811625162
35,KFold,True,2,6,mma,manhattan,0.9831460674157303,0.9841622346056695
36,KFold,True,2,7,uniform,euclidean,0.9662921348314607,0.9679262206276753
37,KFold,True,2,7,uniform,manhattan,0.9775280898876404,0.977048545673235
38,KFold,True,2,7,distance,euclidean,0.949438202247191,0.95071105109796
39,KFold,True,2,7,distance,manhattan,0.9831460674157304,0.9832620977646769
40,KFold,True,2,7,mma,euclidean,0.9662921348314606,0.9680977622702224
41,KFold,True,2,7,mma,manhattan,0.9382022471910112,0.9350200704475802
42,KFold,True,2,8,uniform,euclidean,0.949438202247191,0.9507735473145342
43,KFold,True,2,8,uniform,manhattan,0.9775280898876404,0.9800595238095238
44,KFold,True,2,8,distance,euclidean,0.9438202247191011,0.9453001430337231
45,KFold,True,2,8,distance,manhattan,0.9719101123595506,0.9728709946708176
46,KFold,True,2,8,mma,euclidean,0.9606741573033708,0.9600977261565883
