,cross_val,is_stand,fold,k,weight,metric,acc,f1
525,StratifiedKFold,True,5,4,distance,manhattan,0.9100291956105909,0.8724424110269494
526,StratifiedKFold,True,5,4,mma,euclidean,0.8526442162488674,0.7937817412163909
527,StratifiedKFold,True,5,4,mma,manhattan,0.9019170106379408,0.848962834847238
528,StratifiedKFold,True,5,5,uniform,euclidean,0.8510782241014799,0.7542441143376823
529,StratifiedKFold,True,5,5,uniform,manhattan,0.8698152622571227,0.8301892908928504
530,StratifiedKFold,True,5,5,distance,euclidean,0.8559743615557569,0.8193067249218577
531,StratifiedKFold,True,5,5,distance,manhattan,0.9116576059599315,0.8777561603998386
532,StratifiedKFold,True,5,5,mma,euclidean,0.8603542065169972,0.7699448718346568
533,StratifiedKFold,True,5,5,mma,manhattan,0.8783657169703681,0.814504585761538
534,StratifiedKFold,True,5,6,uniform,euclidean,0.8173744085371992,0.7115283554660641
535,StratifiedKFold,True,5,6,uniform,manhattan,0.8740962783986039,0.8020836554979066
536,StratifiedKFold,True,5,6,distance,euclidean,0.8764458538877143,0.8372586784739177
537,StratifiedKFold,True,5,6,distance,manhattan,0.9019581193999798,0.846264033416425
538,StratifiedKFold,True,5,6,mma,euclidean,0.8696471358099265,0.8028096235738059
539,StratifiedKFold,True,5,6,mma,manhattan,0.9031193999798651,0.8611185608668923
540,StratifiedKFold,True,5,7,uniform,euclidean,0.8419148293566898,0.7527583296596579
541,StratifiedKFold,True,5,7,uniform,manhattan,0.8748946273364878,0.8114449098343621
542,StratifiedKFold,True,5,7,distance,euclidean,0.8695291788315044,0.7826836736285143
543,StratifiedKFold,True,5,7,distance,manhattan,0.8844862243699453,0.8253266245236899
544,StratifiedKFold,True,5,7,mma,euclidean,0.8736103560522165,0.7960257111043115
545,StratifiedKFold,True,5,7,mma,manhattan,0.8695699520118124,0.7881258306714696
546,StratifiedKFold,True,5,8,uniform,euclidean,0.8034836739487903,0.686398457188518
547,StratifiedKFold,True,5,8,uniform,manhattan,0.8611695023322931,0.7634012002178429
548,StratifiedKFold,True,5,8,distance,euclidean,0.8559364408201617,0.7774404842816368
549,StratifiedKFold,True,5,8,distance,manhattan,0.8876771032584986,0.8338308314476279
550,StratifiedKFold,True,5,8,mma,euclidean,0.8499213060840968,0.8022028314041663
551,StratifiedKFold,True,5,8,mma,manhattan,0.8869389912413168,0.8262925985441198
